Format Version,1.23,Take Name,30mm_0.44,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-07-15 05.35.32.688 PM,Capture Start Frame,20400264,Total Frames in Take,1905,Total Exported Frames,1905,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,pvc4,pvc4,pvc4,pvc4,pvc4,pvc4,pvc4,pvc4:Marker1,pvc4:Marker1,pvc4:Marker1,pvc4:Marker2,pvc4:Marker2,pvc4:Marker2,pvc4:Marker3,pvc4:Marker3,pvc4:Marker3,pvc3,pvc3,pvc3,pvc3,pvc3,pvc3,pvc3,pvc3:Marker1,pvc3:Marker1,pvc3:Marker1,pvc3:Marker2,pvc3:Marker2,pvc3:Marker2,pvc3:Marker3,pvc3:Marker3,pvc3:Marker3,pvc2,pvc2,pvc2,pvc2,pvc2,pvc2,pvc2,pvc2:Marker1,pvc2:Marker1,pvc2:Marker1,pvc2:Marker2,pvc2:Marker2,pvc2:Marker2,pvc2:Marker3,pvc2:Marker3,pvc2:Marker3,pvc1,pvc1,pvc1,pvc1,pvc1,pvc1,pvc1,pvc1:Marker1,pvc1:Marker1,pvc1:Marker1,pvc1:Marker2,pvc1:Marker2,pvc1:Marker2,pvc1:Marker3,pvc1:Marker3,pvc1:Marker3,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker3,FrontMod:Marker3,FrontMod:Marker3,BackMod2,BackMod2,BackMod2,BackMod2,BackMod2,BackMod2,BackMod2,BackMod2:Marker1,BackMod2:Marker1,BackMod2:Marker1,BackMod2:Marker2,BackMod2:Marker2,BackMod2:Marker2,BackMod2:Marker3,BackMod2:Marker3,BackMod2:Marker3,Niramay,Niramay,Niramay,Niramay,Niramay,Niramay,Niramay,Niramay:Marker1,Niramay:Marker1,Niramay:Marker1,Niramay:Marker2,Niramay:Marker2,Niramay:Marker2,Niramay:Marker3,Niramay:Marker3,Niramay:Marker3,BackMod2:Marker1,BackMod2:Marker1,BackMod2:Marker1,BackMod2:Marker2,BackMod2:Marker2,BackMod2:Marker2,BackMod2:Marker3,BackMod2:Marker3,BackMod2:Marker3,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker1,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker2,FrontMod:Marker3,FrontMod:Marker3,FrontMod:Marker3,Unlabeled 3685,Unlabeled 3685,Unlabeled 3685,Unlabeled 3686,Unlabeled 3686,Unlabeled 3686,pvc1:Marker1,pvc1:Marker1,pvc1:Marker1,pvc1:Marker2,pvc1:Marker2,pvc1:Marker2,pvc1:Marker3,pvc1:Marker3,pvc1:Marker3,pvc2:Marker1,pvc2:Marker1,pvc2:Marker1,pvc2:Marker2,pvc2:Marker2,pvc2:Marker2,pvc2:Marker3,pvc2:Marker3,pvc2:Marker3,pvc3:Marker1,pvc3:Marker1,pvc3:Marker1,pvc3:Marker2,pvc3:Marker2,pvc3:Marker2,pvc3:Marker3,pvc3:Marker3,pvc3:Marker3,pvc4:Marker1,pvc4:Marker1,pvc4:Marker1,pvc4:Marker2,pvc4:Marker2,pvc4:Marker2,pvc4:Marker3,pvc4:Marker3,pvc4:Marker3
,ID,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,1C1AB6E07FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,22F538A57FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,29C7D8597FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,2FDA86B77FA111F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,21CA72B67FA211F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,ED3DC5D97FC711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,25C8FF927FE711F11571DA7D1A00929B,"4050089080AE11F11571DA7D1A00929B","4050089080AE11F11571DA7D1A00929B","4050089080AE11F11571DA7D1A00929B","4050089480AE11F11571DA7D1A00929B","4050089480AE11F11571DA7D1A00929B","4050089480AE11F11571DA7D1A00929B","4050089580AE11F11571DA7D1A00929B","4050089580AE11F11571DA7D1A00929B","4050089580AE11F11571DA7D1A00929B","4050089380AE11F11571DA7D1A00929B","4050089380AE11F11571DA7D1A00929B","4050089380AE11F11571DA7D1A00929B","4050089980AE11F11571DA7D1A00929B","4050089980AE11F11571DA7D1A00929B","4050089980AE11F11571DA7D1A00929B","4050089680AE11F11571DA7D1A00929B","4050089680AE11F11571DA7D1A00929B","4050089680AE11F11571DA7D1A00929B","B0CBA9F46437F2111F1","B0CBA9F46437F2111F1","B0CBA9F46437F2111F1","B0DBA9F46437F2111F1","B0DBA9F46437F2111F1","B0DBA9F46437F2111F1","4050089780AE11F11571DA7D1A00929B","4050089780AE11F11571DA7D1A00929B","4050089780AE11F11571DA7D1A00929B","4050089180AE11F11571DA7D1A00929B","4050089180AE11F11571DA7D1A00929B","4050089180AE11F11571DA7D1A00929B","4050088C80AE11F11571DA7D1A00929B","4050088C80AE11F11571DA7D1A00929B","4050088C80AE11F11571DA7D1A00929B","4050089C80AE11F11571DA7D1A00929B","4050089C80AE11F11571DA7D1A00929B","4050089C80AE11F11571DA7D1A00929B","4050089A80AE11F11571DA7D1A00929B","4050089A80AE11F11571DA7D1A00929B","4050089A80AE11F11571DA7D1A00929B","4050089B80AE11F11571DA7D1A00929B","4050089B80AE11F11571DA7D1A00929B","4050089B80AE11F11571DA7D1A00929B","4050089280AE11F11571DA7D1A00929B","4050089280AE11F11571DA7D1A00929B","4050089280AE11F11571DA7D1A00929B","4050088F80AE11F11571DA7D1A00929B","4050088F80AE11F11571DA7D1A00929B","4050088F80AE11F11571DA7D1A00929B","4050088B80AE11F11571DA7D1A00929B","4050088B80AE11F11571DA7D1A00929B","4050088B80AE11F11571DA7D1A00929B","4050089880AE11F11571DA7D1A00929B","4050089880AE11F11571DA7D1A00929B","4050089880AE11F11571DA7D1A00929B","4050088E80AE11F11571DA7D1A00929B","4050088E80AE11F11571DA7D1A00929B","4050088E80AE11F11571DA7D1A00929B","4050088D80AE11F11571DA7D1A00929B","4050088D80AE11F11571DA7D1A00929B","4050088D80AE11F11571DA7D1A00929B"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.005455,-0.011914,-0.000434,0.999914,-0.261708,0.047173,0.128494,-0.090131,0.053358,0.138752,-0.329306,0.045393,0.126259,-0.365688,0.042769,0.120471,-0.008130,-0.014289,-0.000215,0.999865,-0.251364,0.043741,-0.026462,-0.082944,0.049112,-0.013437,-0.321202,0.041591,-0.031246,-0.349946,0.040521,-0.034704,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168541,0.005454,0.010036,-0.069487,-0.001221,-0.002926,-0.099053,-0.004234,-0.007110,0.000873,-0.007702,-0.000016,0.999970,-0.247911,0.042674,-0.108576,-0.080603,0.048699,-0.098941,-0.313966,0.040064,-0.112344,-0.349164,0.039260,-0.114444,-0.075315,0.860151,-0.499507,-0.070436,-0.222727,0.091239,-0.032701,-0.224606,0.130828,-0.034544,-0.189052,0.072269,-0.039307,-0.254524,0.070620,-0.024253,0.103172,-0.001838,0.010894,0.994602,-0.213390,0.095498,0.169111,-0.202513,0.141002,0.145562,-0.238991,0.064989,0.180148,-0.198666,0.080503,0.181623,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.202419,0.141055,0.145556,-0.238524,0.064705,0.180430,-0.198912,0.080540,0.181539,-0.224214,0.130236,-0.034600,-0.189296,0.072847,-0.039284,-0.254669,0.070584,-0.024217,-0.327014,0.044161,0.051021,-0.355906,0.043463,0.047785,-0.079274,0.048779,-0.098838,-0.314044,0.039950,-0.112435,-0.349692,0.039339,-0.114398,,,,,,,,,,-0.083268,0.049066,-0.013506,-0.320728,0.042048,-0.030657,-0.349984,0.040171,-0.035144,-0.090422,0.053361,0.138736,-0.329012,0.045316,0.126280,-0.365719,0.042837,0.120464
1,0.008000,0.009934,-0.011657,-0.000247,0.999883,-0.261693,0.047193,0.128500,-0.090113,0.053368,0.138727,-0.329291,0.045400,0.126284,-0.365675,0.042810,0.120490,-0.015703,-0.014499,-0.000744,0.999771,-0.251344,0.043751,-0.026460,-0.082924,0.049105,-0.013443,-0.321183,0.041617,-0.031241,-0.349927,0.040531,-0.034695,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168541,0.005454,0.010036,-0.069487,-0.001221,-0.002926,-0.099053,-0.004234,-0.007110,0.001544,-0.007660,-0.000030,0.999969,-0.247905,0.042682,-0.108572,-0.080597,0.048691,-0.098943,-0.313961,0.040077,-0.112338,-0.349159,0.039277,-0.114436,-0.075316,0.860076,-0.499663,-0.070234,-0.222737,0.091266,-0.032716,-0.224625,0.130854,-0.034573,-0.189055,0.072302,-0.039304,-0.254532,0.070643,-0.024273,0.103443,-0.002110,0.011135,0.994571,-0.213371,0.095501,0.169096,-0.202500,0.141023,0.145579,-0.238966,0.064976,0.180101,-0.198649,0.080506,0.181608,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.202406,0.141099,0.145559,-0.238530,0.064657,0.180399,-0.198875,0.080527,0.181537,-0.224231,0.130258,-0.034628,-0.189290,0.072856,-0.039282,-0.254675,0.070608,-0.024238,-0.327026,0.044175,0.051038,-0.355898,0.043460,0.047788,-0.079274,0.048767,-0.098839,-0.314038,0.039974,-0.112437,-0.349698,0.039348,-0.114383,,,,,,,,,,-0.083235,0.049062,-0.013510,-0.320719,0.042042,-0.030660,-0.349968,0.040212,-0.035122,-0.090409,0.053371,0.138714,-0.328998,0.045325,0.126287,-0.365704,0.042877,0.120499
2,0.017000,0.016516,-0.011391,0.000087,0.999799,-0.261690,0.047178,0.128500,-0.090110,0.053361,0.138718,-0.329288,0.045358,0.126295,-0.365672,0.042814,0.120486,-0.028803,-0.014801,-0.001822,0.999474,-0.251336,0.043701,-0.026473,-0.082910,0.048970,-0.013490,-0.321177,0.041619,-0.031242,-0.349921,0.040515,-0.034686,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168541,0.005454,0.010036,-0.069487,-0.001221,-0.002926,-0.099053,-0.004234,-0.007110,0.002793,-0.007630,0.000050,0.999967,-0.247884,0.042681,-0.108577,-0.080576,0.048696,-0.098943,-0.313939,0.040074,-0.112345,-0.349137,0.039273,-0.114443,-0.075476,0.860000,-0.499723,-0.070567,-0.222742,0.091260,-0.032699,-0.224629,0.130847,-0.034562,-0.189065,0.072293,-0.039307,-0.254531,0.070639,-0.024228,0.103163,-0.002595,0.011448,0.994595,-0.213381,0.095485,0.169123,-0.202509,0.140999,0.145592,-0.238971,0.064952,0.180118,-0.198664,0.080504,0.181659,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.202409,0.141061,0.145582,-0.238522,0.064607,0.180436,-0.198902,0.080547,0.181572,-0.224230,0.130257,-0.034619,-0.189300,0.072852,-0.039286,-0.254682,0.070594,-0.024191,-0.327060,0.044141,0.051035,-0.355845,0.043489,0.047820,-0.079270,0.048774,-0.098839,-0.314006,0.039961,-0.112447,-0.349695,0.039353,-0.114387,,,,,,,,,,-0.083251,0.048924,-0.013564,-0.320712,0.042050,-0.030629,-0.349947,0.040182,-0.035149,-0.090417,0.053360,0.138707,-0.328976,0.045306,0.126286,-0.365708,0.042862,0.120504
3,0.025000,0.022896,-0.011182,0.000337,0.999675,-0.261693,0.047195,0.128498,-0.090113,0.053360,0.138725,-0.329290,0.045360,0.126298,-0.365675,0.042866,0.120472,-0.045893,-0.015551,-0.002493,0.998822,-0.251337,0.043757,-0.026467,-0.082920,0.049166,-0.013414,-0.321174,0.041637,-0.031269,-0.349916,0.040467,-0.034717,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168541,0.005454,0.010036,-0.069487,-0.001221,-0.002926,-0.099053,-0.004234,-0.007110,0.004445,-0.007581,0.000100,0.999961,-0.247866,0.042693,-0.108576,-0.080558,0.048697,-0.098938,-0.313921,0.040091,-0.112346,-0.349120,0.039292,-0.114444,-0.075754,0.859924,-0.499810,-0.070582,-0.222733,0.091245,-0.032695,-0.224640,0.130831,-0.034565,-0.189049,0.072293,-0.039310,-0.254510,0.070610,-0.024211,0.103525,-0.002829,0.011619,0.994555,-0.213363,0.095491,0.169081,-0.202493,0.141025,0.145588,-0.238950,0.064942,0.180041,-0.198648,0.080505,0.181613,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.202396,0.141104,0.145568,-0.238517,0.064595,0.180356,-0.198875,0.080530,0.181539,-0.224234,0.130250,-0.034624,-0.189284,0.072858,-0.039289,-0.254673,0.070552,-0.024170,-0.326983,0.044195,0.051031,-0.355856,0.043491,0.047818,-0.079268,0.048771,-0.098838,-0.313991,0.039989,-0.112441,-0.349668,0.039361,-0.114395,,,,,,,,,,-0.083223,0.049124,-0.013483,-0.320706,0.042070,-0.030638,-0.349954,0.040153,-0.035166,-0.090423,0.053353,0.138711,-0.329007,0.045346,0.126302,-0.365694,0.042885,0.120479
4,0.033000,0.028034,-0.010996,0.000744,0.999546,-0.261701,0.047207,0.128497,-0.090123,0.053427,0.138727,-0.329298,0.045331,0.126301,-0.365683,0.042863,0.120463,-0.065117,-0.016042,-0.003927,0.997741,-0.251363,0.043731,-0.026477,-0.082942,0.049065,-0.013454,-0.321203,0.041666,-0.031272,-0.349945,0.040462,-0.034704,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168541,0.005454,0.010036,-0.069487,-0.001221,-0.002926,-0.099053,-0.004234,-0.007110,0.006385,-0.007574,0.000261,0.999951,-0.247898,0.042684,-0.108569,-0.080591,0.048710,-0.098910,-0.313952,0.040073,-0.112349,-0.349150,0.039270,-0.114449,-0.075763,0.860010,-0.499677,-0.070464,-0.222749,0.091254,-0.032696,-0.224660,0.130841,-0.034553,-0.189062,0.072308,-0.039311,-0.254525,0.070613,-0.024224,0.103370,-0.003109,0.011813,0.994568,-0.213369,0.095475,0.169076,-0.202499,0.141006,0.145576,-0.238952,0.064922,0.180030,-0.198656,0.080498,0.181621,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.202401,0.141074,0.145562,-0.238538,0.064577,0.180339,-0.198881,0.080536,0.181540,-0.224232,0.130207,-0.034614,-0.189291,0.072851,-0.039290,-0.254675,0.070570,-0.024187,-0.326957,0.044182,0.051020,-0.355885,0.043501,0.047795,-0.079244,0.048791,-0.098807,-0.314030,0.039956,-0.112439,-0.349694,0.039352,-0.114404,,,,,,,,,,-0.083279,0.049023,-0.013528,-0.320707,0.042077,-0.030634,-0.349986,0.040153,-0.035173,-0.090424,0.053419,0.138716,-0.329025,0.045330,0.126288,-0.365700,0.042870,0.120484
5,0.042000,0.032501,-0.010810,0.000891,0.999413,-0.261697,0.047195,0.128488,-0.090117,0.053393,0.138710,-0.329293,0.045311,0.126300,-0.365679,0.042881,0.120453,-0.084326,-0.016720,-0.005001,0.996285,-0.251348,0.043717,-0.026503,-0.082931,0.049101,-0.013453,-0.321187,0.041654,-0.031316,-0.349927,0.040396,-0.034741,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168541,0.005454,0.010036,-0.069487,-0.001221,-0.002926,-0.099053,-0.004234,-0.007110,0.008584,-0.007455,0.000354,0.999935,-0.247895,0.042672,-0.108576,-0.080587,0.048692,-0.098931,-0.313949,0.040063,-0.112351,-0.349147,0.039262,-0.114446,-0.075342,0.860142,-0.499522,-0.070405,-0.222727,0.091239,-0.032704,-0.224609,0.130827,-0.034548,-0.189050,0.072272,-0.039308,-0.254522,0.070618,-0.024256,0.103395,-0.002756,0.011483,0.994570,-0.213379,0.095486,0.169089,-0.202501,0.141012,0.145582,-0.238971,0.064947,0.180062,-0.198665,0.080500,0.181622,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.202405,0.141085,0.145565,-0.238525,0.064616,0.180371,-0.198895,0.080526,0.181546,-0.224217,0.130240,-0.034604,-0.189297,0.072856,-0.039285,-0.254670,0.070579,-0.024220,-0.326995,0.044166,0.051025,-0.355881,0.043491,0.047797,-0.079241,0.048771,-0.098825,-0.314033,0.039956,-0.112449,-0.349677,0.039335,-0.114395,,,,,,,,,,-0.083199,0.049067,-0.013518,-0.320710,0.042048,-0.030632,-0.349972,0.040145,-0.035170,-0.090423,0.053385,0.138699,-0.329003,0.045305,0.126285,-0.365704,0.042892,0.120475
