Format Version,1.23,Take Name,30mm_0.10,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-07-15 05.24.02.321 PM,Capture Start Frame,20317420,Total Frames in Take,1515,Total Exported Frames,1515,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
389,3.242000,-0.063521,-0.013323,-0.002711,0.997888,-0.262230,0.047061,0.131419,-0.090641,0.053567,0.141278,-0.329832,0.045397,0.129233,-0.366217,0.042220,0.123744,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168722,0.005270,0.008294,-0.069946,-0.002119,-0.002821,-0.098776,-0.003152,-0.005473,0.000559,-0.007676,0.000372,0.999970,-0.252533,0.044169,-0.023208,-0.084170,0.049736,-0.010580,-0.321966,0.042901,-0.027202,-0.351462,0.039871,-0.031843,0.489544,0.011453,0.024018,0.871573,-0.248324,0.043112,-0.105083,-0.081004,0.049131,-0.095659,-0.314375,0.040583,-0.108982,-0.349594,0.039621,-0.110607,0.793757,0.023061,-0.011118,0.607697,-0.215307,0.109564,-0.031979,-0.215452,0.136277,-0.002643,-0.248731,0.093943,-0.045260,-0.181740,0.098471,-0.048032,-0.197292,-0.039962,0.010108,0.979478,-0.228867,0.117484,0.115236,-0.214696,0.141776,0.071049,-0.256255,0.098234,0.139472,-0.215650,0.112441,0.135188,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.214870,0.142542,0.069240,-0.255630,0.098540,0.139213,-0.216048,0.111853,0.136222,-0.216018,0.136512,-0.002319,-0.247496,0.094381,-0.044923,-0.181927,0.097801,-0.048746,-0.327270,0.045026,0.055934,-0.356108,0.044606,0.053075,-0.079688,0.049180,-0.095581,-0.314495,0.040571,-0.109003,-0.350073,0.039611,-0.110621,-0.084064,0.049750,-0.010558,-0.322083,0.042789,-0.027363,-0.351466,0.039957,-0.031723,-0.090965,0.053591,0.141275,-0.329491,0.045169,0.129165,-0.366255,0.042413,0.123811
390,3.250000,-0.043189,-0.012539,-0.001605,0.998987,-0.262226,0.047055,0.131447,-0.090638,0.053616,0.141293,-0.329827,0.045299,0.129302,-0.366212,0.042251,0.123745,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168722,0.005270,0.008294,-0.069946,-0.002119,-0.002821,-0.098776,-0.003152,-0.005473,-0.000045,-0.007652,0.000193,0.999971,-0.252546,0.044192,-0.023188,-0.084180,0.049712,-0.010574,-0.321980,0.042944,-0.027177,-0.351477,0.039919,-0.031813,0.489712,0.011477,0.023975,0.871479,-0.248332,0.043162,-0.105057,-0.081010,0.049169,-0.095647,-0.314383,0.040639,-0.108951,-0.349602,0.039679,-0.110573,0.795818,0.023330,-0.010261,0.605000,-0.215099,0.109694,-0.031456,-0.215306,0.136206,-0.001939,-0.248489,0.094122,-0.044876,-0.181502,0.098755,-0.047553,-0.199860,-0.038710,0.010184,0.979007,-0.228860,0.117937,0.114599,-0.214782,0.141989,0.070251,-0.256201,0.098830,0.139001,-0.215598,0.112992,0.134546,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.214923,0.142604,0.068783,-0.255801,0.099020,0.138844,-0.216126,0.112266,0.135816,-0.215871,0.136437,-0.001616,-0.247273,0.094556,-0.044535,-0.181680,0.098089,-0.048274,-0.327280,0.045086,0.055978,-0.356088,0.044659,0.053080,-0.079664,0.049219,-0.095566,-0.314502,0.040629,-0.108976,-0.350089,0.039667,-0.110583,-0.084081,0.049725,-0.010554,-0.322086,0.042837,-0.027315,-0.351482,0.040002,-0.031708,-0.090995,0.053640,0.141290,-0.329464,0.045065,0.129222,-0.366250,0.042449,0.123822
391,3.258000,-0.021827,-0.011697,-0.000570,0.999693,-0.262193,0.047075,0.131456,-0.090605,0.053650,0.141288,-0.329794,0.045239,0.129351,-0.366181,0.042336,0.123729,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168722,0.005270,0.008294,-0.069946,-0.002119,-0.002821,-0.098776,-0.003152,-0.005473,-0.000348,-0.007687,0.000212,0.999970,-0.252522,0.044193,-0.023193,-0.084157,0.049727,-0.010570,-0.321955,0.042941,-0.027186,-0.351452,0.039912,-0.031822,0.489879,0.011441,0.024002,0.871385,-0.248331,0.043155,-0.105070,-0.081010,0.049160,-0.095645,-0.314381,0.040632,-0.108970,-0.349601,0.039672,-0.110595,0.796979,0.023123,-0.009616,0.603488,-0.214904,0.109774,-0.031140,-0.215157,0.136172,-0.001522,-0.248271,0.094241,-0.044662,-0.181283,0.098909,-0.047238,-0.202133,-0.039105,0.010263,0.978523,-0.228877,0.118176,0.114228,-0.214765,0.142024,0.069781,-0.256235,0.099179,0.138696,-0.215631,0.113326,0.134209,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.214886,0.142561,0.068483,-0.255861,0.099354,0.138552,-0.216220,0.112535,0.135601,-0.215724,0.136413,-0.001186,-0.247053,0.094664,-0.044329,-0.181472,0.098206,-0.048004,-0.327288,0.045094,0.055960,-0.356111,0.044642,0.053082,-0.079681,0.049213,-0.095560,-0.314504,0.040609,-0.109009,-0.350075,0.039672,-0.110593,-0.084024,0.049744,-0.010547,-0.322079,0.042821,-0.027326,-0.351466,0.040011,-0.031710,-0.090968,0.053658,0.141287,-0.329390,0.045110,0.129255,-0.366241,0.042444,0.123815
392,3.267000,-0.004131,-0.011042,0.000233,0.999931,-0.262205,0.047046,0.131457,-0.090617,0.053615,0.141293,-0.329805,0.045149,0.129375,-0.366194,0.042374,0.123702,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168722,0.005270,0.008294,-0.069946,-0.002119,-0.002821,-0.098776,-0.003152,-0.005473,-0.000938,-0.007691,0.000079,0.999970,-0.252530,0.044166,-0.023192,-0.084164,0.049668,-0.010575,-0.321964,0.042927,-0.027185,-0.351461,0.039902,-0.031817,0.490002,0.011479,0.024033,0.871314,-0.248324,0.043157,-0.105075,-0.081004,0.049175,-0.095655,-0.314375,0.040629,-0.108973,-0.349594,0.039666,-0.110596,0.797320,0.022153,-0.009177,0.603081,-0.214733,0.109712,-0.031065,-0.215014,0.136079,-0.001419,-0.248092,0.094228,-0.044665,-0.181094,0.098829,-0.047112,-0.202111,-0.040676,0.009077,0.978476,-0.228987,0.118124,0.114302,-0.214677,0.141955,0.069909,-0.256464,0.099169,0.138669,-0.215821,0.113248,0.134329,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.214878,0.142538,0.068449,-0.255993,0.099407,0.138449,-0.216325,0.112557,0.135557,-0.215595,0.136318,-0.001085,-0.246833,0.094672,-0.044310,-0.181282,0.098131,-0.047875,-0.327248,0.045059,0.055947,-0.356084,0.044640,0.053078,-0.079659,0.049228,-0.095574,-0.314506,0.040605,-0.109000,-0.350058,0.039666,-0.110605,-0.084097,0.049680,-0.010558,-0.322059,0.042809,-0.027342,-0.351452,0.039982,-0.031712,-0.090951,0.053611,0.141294,-0.329414,0.045105,0.129271,-0.366259,0.042416,0.123792
393,3.275000,0.008456,-0.010537,0.000838,0.999908,-0.262182,0.047078,0.131468,-0.090594,0.053654,0.141294,-0.329781,0.045133,0.129407,-0.366171,0.042447,0.123702,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168722,0.005270,0.008294,-0.069946,-0.002119,-0.002821,-0.098776,-0.003152,-0.005473,-0.001825,-0.007744,0.000138,0.999968,-0.252516,0.044195,-0.023192,-0.084152,0.049737,-0.010567,-0.321950,0.042942,-0.027190,-0.351447,0.039905,-0.031820,0.490111,0.011480,0.024068,0.871252,-0.248311,0.043158,-0.105076,-0.080991,0.049184,-0.095650,-0.314361,0.040627,-0.108976,-0.349580,0.039663,-0.110601,0.797643,0.021532,-0.008702,0.602683,-0.214588,0.109717,-0.031045,-0.214902,0.136054,-0.001372,-0.247933,0.094262,-0.044711,-0.180929,0.098836,-0.047053,-0.201823,-0.042223,0.009703,0.978463,-0.229088,0.118022,0.114384,-0.214700,0.141904,0.070043,-0.256596,0.099003,0.138664,-0.215968,0.113161,0.134444,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.214894,0.142494,0.068568,-0.256119,0.099243,0.138447,-0.216483,0.112467,0.135666,-0.215476,0.136293,-0.001039,-0.246658,0.094700,-0.044361,-0.181133,0.098150,-0.047803,-0.327222,0.045110,0.055965,-0.356075,0.044657,0.053088,-0.079669,0.049237,-0.095569,-0.314475,0.040604,-0.109007,-0.350070,0.039662,-0.110606,-0.084083,0.049750,-0.010549,-0.322041,0.042823,-0.027349,-0.351444,0.039988,-0.031712,-0.090949,0.053645,0.141299,-0.329372,0.045122,0.129279,-0.366237,0.042463,0.123811
394,3.283000,0.016179,-0.010213,0.001261,0.999816,-0.262207,0.047029,0.131441,-0.090619,0.053627,0.141257,-0.329805,0.045047,0.129394,-0.366197,0.042413,0.123671,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168722,0.005270,0.008294,-0.069946,-0.002119,-0.002821,-0.098776,-0.003152,-0.005473,-0.002470,-0.007739,0.000115,0.999967,-0.252549,0.044186,-0.023202,-0.084184,0.049735,-0.010586,-0.321983,0.042932,-0.027198,-0.351480,0.039890,-0.031823,0.490178,0.011475,0.024083,0.871214,-0.248340,0.043131,-0.105078,-0.081021,0.049159,-0.095648,-0.314390,0.040599,-0.108980,-0.349609,0.039634,-0.110606,0.797554,0.020753,-0.008091,0.602837,-0.214440,0.109755,-0.031009,-0.214797,0.136101,-0.001346,-0.247766,0.094311,-0.044733,-0.180756,0.098852,-0.046948,-0.201890,-0.042948,0.009632,0.978419,-0.229147,0.117985,0.114350,-0.214698,0.141863,0.070027,-0.256688,0.098964,0.138593,-0.216055,0.113127,0.134430,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.214887,0.142414,0.068643,-0.256233,0.099196,0.138379,-0.216596,0.112386,0.135742,-0.215385,0.136347,-0.001005,-0.246481,0.094757,-0.044373,-0.180957,0.098125,-0.047743,-0.327288,0.045061,0.055950,-0.356099,0.044629,0.053067,-0.079682,0.049219,-0.095562,-0.314517,0.040556,-0.109026,-0.350076,0.039651,-0.110599,-0.084107,0.049748,-0.010568,-0.322088,0.042799,-0.027354,-0.351474,0.039982,-0.031718,-0.090987,0.053616,0.141263,-0.329418,0.045050,0.129256,-0.366248,0.042419,0.123791
395,3.292000,0.019894,-0.010062,0.001447,0.999750,-0.262196,0.047079,0.131473,-0.090608,0.053682,0.141286,-0.329794,0.045082,0.129432,-0.366187,0.042473,0.123701,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168722,0.005270,0.008294,-0.069946,-0.002119,-0.002821,-0.098776,-0.003152,-0.005473,-0.002672,-0.007710,0.000068,0.999967,-0.252543,0.044195,-0.023193,-0.084178,0.049733,-0.010589,-0.321977,0.042946,-0.027184,-0.351475,0.039906,-0.031807,0.490298,0.011483,0.024064,0.871147,-0.248335,0.043164,-0.105076,-0.081015,0.049186,-0.095651,-0.314386,0.040635,-0.108976,-0.349605,0.039672,-0.110601,0.797449,0.020086,-0.007561,0.603004,-0.214286,0.109780,-0.031006,-0.214681,0.136138,-0.001354,-0.247596,0.094345,-0.044780,-0.180580,0.098857,-0.046886,-0.200529,-0.044013,0.009167,0.978656,-0.229205,0.117928,0.114410,-0.214648,0.141926,0.070187,-0.256806,0.098850,0.138538,-0.216159,0.113010,0.134505,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.214720,0.142640,0.068524,-0.256315,0.099065,0.138389,-0.216680,0.112287,0.135780,-0.215277,0.136381,-0.001017,-0.246309,0.094801,-0.044406,-0.180766,0.098150,-0.047660,-0.327260,0.045128,0.055979,-0.356088,0.044652,0.053084,-0.079672,0.049235,-0.095568,-0.314516,0.040626,-0.109010,-0.350071,0.039659,-0.110604,-0.084106,0.049746,-0.010572,-0.322095,0.042810,-0.027332,-0.351456,0.039996,-0.031710,-0.090957,0.053671,0.141291,-0.329390,0.045091,0.129305,-0.366252,0.042475,0.123809
396,3.300000,0.019065,-0.010140,0.001546,0.999766,-0.262207,0.047076,0.131462,-0.090622,0.053725,0.141293,-0.329804,0.045063,0.129414,-0.366195,0.042438,0.123681,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168722,0.005270,0.008294,-0.069946,-0.002119,-0.002821,-0.098776,-0.003152,-0.005473,-0.002181,-0.007741,0.000114,0.999968,-0.252517,0.044189,-0.023203,-0.084153,0.049731,-0.010583,-0.321951,0.042938,-0.027200,-0.351448,0.039899,-0.031827,0.490427,0.011494,0.024007,0.871076,-0.248336,0.043133,-0.105079,-0.081015,0.049137,-0.095666,-0.314387,0.040611,-0.108974,-0.349606,0.039651,-0.110596,0.797291,0.020216,-0.007102,0.603214,-0.214187,0.109754,-0.031016,-0.214620,0.136127,-0.001377,-0.247478,0.094287,-0.044801,-0.180464,0.098849,-0.046870,-0.199535,-0.045327,0.009119,0.978799,-0.229347,0.117852,0.114456,-0.214690,0.141946,0.070319,-0.257000,0.098710,0.138475,-0.216350,0.112899,0.134575,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.214762,0.142713,0.068542,-0.256497,0.098931,0.138325,-0.216862,0.112192,0.135814,-0.215219,0.136366,-0.001045,-0.246194,0.094748,-0.044421,-0.180638,0.098163,-0.047621,-0.327255,0.045096,0.055964,-0.356072,0.044665,0.053078,-0.079691,0.049186,-0.095587,-0.314508,0.040600,-0.108998,-0.350085,0.039639,-0.110607,-0.084047,0.049748,-0.010562,-0.322078,0.042788,-0.027360,-0.351447,0.040009,-0.031714,-0.090961,0.053711,0.141297,-0.329392,0.045095,0.129287,-0.366266,0.042423,0.123787
397,3.308000,0.015111,-0.010258,0.001261,0.999832,-0.262204,0.047069,0.131480,-0.090617,0.053684,0.141298,-0.329802,0.045084,0.129431,-0.366193,0.042439,0.123711,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168722,0.005270,0.008294,-0.069946,-0.002119,-0.002821,-0.098776,-0.003152,-0.005473,-0.001636,-0.007704,0.000098,0.999969,-0.252539,0.044174,-0.023198,-0.084174,0.049699,-0.010584,-0.321973,0.042929,-0.027191,-0.351471,0.039896,-0.031819,0.490460,0.011505,0.024033,0.871056,-0.248311,0.043146,-0.105068,-0.080990,0.049159,-0.095654,-0.314362,0.040621,-0.108964,-0.349581,0.039659,-0.110586,0.797417,0.020355,-0.006844,0.603047,-0.214096,0.109762,-0.031035,-0.214550,0.136122,-0.001385,-0.247375,0.094283,-0.044835,-0.180364,0.098882,-0.046886,-0.199367,-0.046420,0.008894,0.978784,-0.229445,0.117821,0.114451,-0.214690,0.141932,0.070355,-0.257152,0.098670,0.138401,-0.216494,0.112861,0.134596,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.214753,0.142728,0.068519,-0.256636,0.098893,0.138256,-0.217015,0.112157,0.135822,-0.215132,0.136360,-0.001055,-0.246119,0.094726,-0.044473,-0.180549,0.098186,-0.047648,-0.327252,0.045119,0.055964,-0.356082,0.044626,0.053079,-0.079674,0.049215,-0.095575,-0.314472,0.040586,-0.108986,-0.350075,0.039669,-0.110599,-0.084067,0.049721,-0.010556,-0.322082,0.042785,-0.027357,-0.351454,0.039997,-0.031704,-0.090956,0.053671,0.141299,-0.329384,0.045114,0.129326,-0.366267,0.042425,0.123798
398,3.317000,0.010790,-0.010467,0.001117,0.999886,-0.262199,0.047077,0.131468,-0.090613,0.053711,0.141302,-0.329797,0.045100,0.129408,-0.366187,0.042419,0.123695,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168722,0.005270,0.008294,-0.069946,-0.002119,-0.002821,-0.098776,-0.003152,-0.005473,-0.001687,-0.007699,0.000110,0.999969,-0.252505,0.044189,-0.023214,-0.084140,0.049719,-0.010603,-0.321939,0.042942,-0.027206,-0.351436,0.039908,-0.031834,0.490507,0.011498,0.024019,0.871030,-0.248294,0.043146,-0.105072,-0.080973,0.049152,-0.095659,-0.314345,0.040623,-0.108968,-0.349564,0.039662,-0.110590,0.797421,0.019926,-0.006720,0.603057,-0.214019,0.109748,-0.031025,-0.214481,0.136109,-0.001376,-0.247297,0.094287,-0.044849,-0.180281,0.098849,-0.046852,-0.200628,-0.046550,0.008757,0.978522,-0.229497,0.117746,0.114416,-0.214719,0.141739,0.070264,-0.257219,0.098665,0.138405,-0.216554,0.112833,0.134579,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.214905,0.142399,0.068637,-0.256696,0.098922,0.138186,-0.217078,0.112161,0.135740,-0.215058,0.136346,-0.001048,-0.246028,0.094728,-0.044488,-0.180473,0.098175,-0.047588,-0.327258,0.045082,0.055963,-0.356094,0.044629,0.053082,-0.079680,0.049202,-0.095580,-0.314453,0.040605,-0.108996,-0.350057,0.039657,-0.110598,-0.084021,0.049734,-0.010580,-0.322058,0.042829,-0.027355,-0.351445,0.040000,-0.031716,-0.090938,0.053704,0.141305,-0.329394,0.045088,0.129294,-0.366259,0.042436,0.123790
399,3.325000,0.007353,-0.010569,0.000914,0.999917,-0.262206,0.047053,0.131462,-0.090619,0.053672,0.141285,-0.329804,0.045095,0.129401,-0.366194,0.042392,0.123699,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168722,0.005270,0.008294,-0.069946,-0.002119,-0.002821,-0.098776,-0.003152,-0.005473,-0.002134,-0.007772,0.000067,0.999968,-0.252523,0.044158,-0.023224,-0.084159,0.049683,-0.010593,-0.321957,0.042913,-0.027225,-0.351454,0.039878,-0.031854,0.490495,0.011496,0.023930,0.871040,-0.248327,0.043128,-0.105073,-0.081005,0.049108,-0.095673,-0.314379,0.040615,-0.108963,-0.349599,0.039660,-0.110582,0.797772,0.020229,-0.006833,0.602582,-0.213985,0.109747,-0.031086,-0.214438,0.136072,-0.001405,-0.247265,0.094291,-0.044908,-0.180252,0.098877,-0.046944,-0.200529,-0.046427,0.009201,0.978544,-0.229586,0.117663,0.114381,-0.214846,0.141676,0.070227,-0.257281,0.098556,0.138378,-0.216630,0.112758,0.134538,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.215024,0.142304,0.068677,-0.256773,0.098806,0.138166,-0.217182,0.112051,0.135756,-0.215033,0.136308,-0.001075,-0.245995,0.094749,-0.044530,-0.180422,0.098196,-0.047692,-0.327267,0.045068,0.055952,-0.356105,0.044598,0.053071,-0.079693,0.049165,-0.095592,-0.314497,0.040576,-0.108995,-0.350076,0.039674,-0.110587,-0.084038,0.049699,-0.010569,-0.322062,0.042802,-0.027370,-0.351473,0.039970,-0.031738,-0.090966,0.053667,0.141289,-0.329410,0.045058,0.129279,-0.366256,0.042428,0.123804
400,3.333000,0.005453,-0.010612,0.000687,0.999929,-0.262192,0.047023,0.131457,-0.090602,0.053595,0.141270,-0.329791,0.045090,0.129398,-0.366182,0.042384,0.123703,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168722,0.005270,0.008294,-0.069946,-0.002119,-0.002821,-0.098776,-0.003152,-0.005473,-0.003155,-0.007805,0.000057,0.999965,-0.252540,0.044146,-0.023239,-0.084177,0.049691,-0.010607,-0.321973,0.042896,-0.027241,-0.351470,0.039852,-0.031867,0.490458,0.011514,0.024026,0.871057,-0.248321,0.043128,-0.105067,-0.081000,0.049140,-0.095657,-0.314372,0.040602,-0.108961,-0.349591,0.039641,-0.110583,0.797757,0.020198,-0.006834,0.602602,-0.214009,0.109764,-0.031083,-0.214462,0.136091,-0.001403,-0.247289,0.094309,-0.044906,-0.180276,0.098892,-0.046939,-0.198368,-0.045411,0.007667,0.979045,-0.229623,0.117644,0.114381,-0.214869,0.141810,0.070315,-0.257345,0.098517,0.138332,-0.216654,0.112605,0.134496,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.214942,0.142559,0.068587,-0.256852,0.098734,0.138181,-0.217158,0.111900,0.135733,-0.215057,0.136325,-0.001075,-0.246014,0.094769,-0.044525,-0.180444,0.098225,-0.047672,-0.327241,0.045118,0.055955,-0.356086,0.044620,0.053063,-0.079653,0.049197,-0.095573,-0.314490,0.040569,-0.108997,-0.350078,0.039649,-0.110584,-0.084065,0.049706,-0.010585,-0.322068,0.042789,-0.027387,-0.351491,0.039941,-0.031749,-0.090953,0.053593,0.141274,-0.329395,0.045038,0.129275,-0.366244,0.042433,0.123809
401,3.342000,0.004150,-0.010657,0.000619,0.999934,-0.262188,0.047074,0.131480,-0.090599,0.053643,0.141291,-0.329787,0.045147,0.129420,-0.366178,0.042432,0.123729,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168722,0.005270,0.008294,-0.069946,-0.002119,-0.002821,-0.098776,-0.003152,-0.005473,-0.004075,-0.007788,-0.000054,0.999961,-0.252530,0.044167,-0.023230,-0.084165,0.049696,-0.010614,-0.321964,0.042925,-0.027228,-0.351462,0.039880,-0.031847,0.490367,0.011473,0.024019,0.871110,-0.248314,0.043132,-0.105067,-0.080993,0.049137,-0.095646,-0.314364,0.040609,-0.108965,-0.349584,0.039649,-0.110589,0.797853,0.020089,-0.006969,0.602477,-0.214006,0.109762,-0.031083,-0.214447,0.136080,-0.001396,-0.247292,0.094323,-0.044908,-0.180278,0.098884,-0.046946,-0.198848,-0.045462,0.007435,0.978947,-0.229575,0.117596,0.114485,-0.214801,0.141712,0.070399,-0.257311,0.098504,0.138449,-0.216612,0.112570,0.134608,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.214998,0.142391,0.068740,-0.256788,0.098764,0.138223,-0.217106,0.111921,0.135730,-0.215042,0.136312,-0.001070,-0.246017,0.094785,-0.044524,-0.180442,0.098236,-0.047659,-0.327256,0.045100,0.055971,-0.356119,0.044616,0.053072,-0.079663,0.049197,-0.095563,-0.314479,0.040563,-0.109000,-0.350071,0.039669,-0.110591,-0.084029,0.049713,-0.010589,-0.322078,0.042801,-0.027380,-0.351487,0.039984,-0.031725,-0.090944,0.053639,0.141294,-0.329383,0.045110,0.129309,-0.366245,0.042468,0.123824
402,3.350000,0.004209,-0.010679,0.000653,0.999934,-0.262183,0.047055,0.131453,-0.090595,0.053635,0.141273,-0.329782,0.045124,0.129389,-0.366173,0.042407,0.123697,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.168722,0.005270,0.008294,-0.069946,-0.002119,-0.002821,-0.098776,-0.003152,-0.005473,-0.004667,-0.007824,-0.000111,0.999959,-0.252539,0.044184,-0.023205,-0.084174,0.049707,-0.010584,-0.321972,0.042946,-0.027207,-0.351470,0.039899,-0.031824,0.490293,0.011474,0.023870,0.871155,-0.248316,0.043136,-0.105074,-0.080993,0.049099,-0.095679,-0.314368,0.040629,-0.108963,-0.349588,0.039678,-0.110581,0.797650,0.020156,-0.006950,0.602744,-0.214031,0.109741,-0.031087,-0.214475,0.136079,-0.001417,-0.247316,0.094288,-0.044900,-0.180302,0.098857,-0.046944,-0.200053,-0.046184,0.008710,0.978657,-0.229558,0.117632,0.114439,-0.214807,0.141674,0.070305,-0.257266,0.098528,0.138425,-0.216602,0.112693,0.134587,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.032813,-0.002966,-0.033038,-0.055313,-0.002309,0.007329,0.022501,0.005274,0.025709,-0.215007,0.142319,0.068708,-0.256755,0.098786,0.138197,-0.217134,0.111985,0.135819,-0.215074,0.136313,-0.001089,-0.246021,0.094756,-0.044512,-0.180471,0.098212,-0.047652,-0.327241,0.045098,0.055955,-0.356074,0.044655,0.053086,-0.079699,0.049153,-0.095598,-0.314477,0.040599,-0.108999,-0.350077,0.039685,-0.110582,-0.084088,0.049720,-0.010566,-0.322076,0.042830,-0.027340,-0.351469,0.039984,-0.031729,-0.090949,0.053634,0.141278,-0.329376,0.045063,0.129257,-0.366239,0.042462,0.123810
