Format Version,1.23,Take Name,30mm_0.04,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-07-14 04.44.16.296 PM,Capture Start Frame,9663114,Total Frames in Take,1871,Total Exported Frames,1871,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
116,0.967000,-0.025327,0.019686,-0.001526,0.999484,-0.274098,0.049241,0.198911,-0.102211,0.055268,0.197925,-0.341703,0.047632,0.201059,-0.378380,0.044822,0.197749,-0.237946,0.020811,-0.005607,0.971039,-0.275010,0.046174,0.042681,-0.106082,0.051170,0.041223,-0.345014,0.044447,0.043802,-0.373934,0.042905,0.043018,0.166393,0.038669,0.003308,0.985296,-0.273030,0.048872,0.125627,-0.104186,0.054004,0.124209,-0.342542,0.047330,0.127689,-0.372361,0.045282,0.124981,0.221046,0.031937,0.002843,0.974736,-0.276243,0.044445,-0.038507,-0.108652,0.050155,-0.039772,-0.342409,0.041965,-0.038074,-0.377668,0.041214,-0.037675,-0.007064,0.025341,-0.023011,0.999389,-0.190830,0.117352,0.131999,-0.192426,0.138258,0.098315,-0.223433,0.108720,0.151999,-0.156629,0.105077,0.145682,0.029553,0.981717,0.186550,0.023597,-0.185166,0.115503,-0.005719,-0.196753,0.141100,0.038486,-0.159410,0.094899,-0.030621,-0.199333,0.110512,-0.025020,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.169540,0.006368,-0.003240,-0.196934,0.141219,0.038609,-0.159604,0.094792,-0.030963,-0.199084,0.110487,-0.024909,-0.192141,0.138225,0.098317,-0.223150,0.108613,0.152121,-0.157844,0.105399,0.145380,,,,,,,,,,,,,,,,,,,-0.107508,0.050238,-0.039782,-0.342463,0.041696,-0.038069,-0.378204,0.041342,-0.037673,-0.103767,0.054048,0.124288,-0.343668,0.046795,0.126404,-0.372196,0.045458,0.125422,-0.105404,0.051141,0.041143,-0.344993,0.044896,0.044466,-0.374626,0.042474,0.042413,-0.102125,0.055277,0.197935,-0.341521,0.047604,0.200994,-0.378721,0.044845,0.197816
117,0.975000,-0.026010,0.019643,-0.001483,0.999468,-0.274097,0.049232,0.198897,-0.102211,0.055278,0.197917,-0.341702,0.047618,0.201041,-0.378379,0.044799,0.197732,-0.238393,0.020724,-0.005599,0.970932,-0.275040,0.046180,0.042703,-0.106112,0.051187,0.041266,-0.345044,0.044449,0.043814,-0.373963,0.042904,0.043027,0.167050,0.038641,0.003318,0.985185,-0.273023,0.048866,0.125635,-0.104179,0.053993,0.124232,-0.342536,0.047324,0.127692,-0.372355,0.045281,0.124980,0.221391,0.031882,0.002865,0.974660,-0.276319,0.044484,-0.038535,-0.108727,0.050195,-0.039778,-0.342485,0.042004,-0.038111,-0.377744,0.041253,-0.037716,-0.006817,0.025745,-0.023330,0.999373,-0.190827,0.117344,0.132011,-0.192437,0.138268,0.098339,-0.223421,0.108724,0.152033,-0.156624,0.105040,0.145660,0.029147,0.981768,0.186406,0.023134,-0.185152,0.115502,-0.005721,-0.196730,0.141100,0.038485,-0.159396,0.094915,-0.030637,-0.199329,0.110491,-0.025010,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.169540,0.006368,-0.003240,-0.196916,0.141225,0.038618,-0.159600,0.094809,-0.030983,-0.199068,0.110461,-0.024900,-0.192162,0.138232,0.098346,-0.223134,0.108621,0.152147,-0.157841,0.105360,0.145365,,,,,,,,,,,,,,,,,,,-0.107506,0.050269,-0.039771,-0.342586,0.041889,-0.038166,-0.378212,0.041336,-0.037664,-0.103756,0.054038,0.124311,-0.343696,0.046762,0.126390,-0.372187,0.045462,0.125419,-0.105452,0.051158,0.041191,-0.345005,0.044899,0.044467,-0.374686,0.042463,0.042423,-0.102115,0.055284,0.197926,-0.341535,0.047608,0.200981,-0.378728,0.044804,0.197798
118,0.983000,-0.025970,0.019663,-0.001571,0.999468,-0.274092,0.049219,0.198898,-0.102205,0.055235,0.197912,-0.341698,0.047618,0.201045,-0.378375,0.044806,0.197737,-0.238549,0.020842,-0.005617,0.970891,-0.275023,0.046201,0.042683,-0.106096,0.051193,0.041207,-0.345028,0.044476,0.043811,-0.373947,0.042933,0.043031,0.166889,0.038577,0.003367,0.985215,-0.273048,0.048836,0.125603,-0.104204,0.053977,0.124224,-0.342560,0.047289,0.127651,-0.372379,0.045242,0.124935,0.221839,0.031927,0.002767,0.974557,-0.276326,0.044468,-0.038555,-0.108734,0.050147,-0.039816,-0.342492,0.042001,-0.038125,-0.377752,0.041257,-0.037725,-0.006662,0.025599,-0.023194,0.999381,-0.190824,0.117347,0.131996,-0.192429,0.138281,0.098331,-0.223421,0.108712,0.152006,-0.156622,0.105048,0.145652,0.029353,0.981748,0.186454,0.023313,-0.185152,0.115482,-0.005728,-0.196731,0.141081,0.038477,-0.159399,0.094886,-0.030639,-0.199327,0.110480,-0.025022,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.169540,0.006368,-0.003240,-0.196925,0.141214,0.038620,-0.159593,0.094773,-0.030993,-0.199063,0.110451,-0.024909,-0.192167,0.138245,0.098341,-0.223127,0.108614,0.152112,-0.157846,0.105362,0.145369,,,,,,,,,,,,,,,,,,,-0.107504,0.050205,-0.039811,-0.342602,0.041942,-0.038173,-0.378218,0.041290,-0.037678,-0.103736,0.054023,0.124307,-0.343676,0.046799,0.126398,-0.372210,0.045417,0.125406,-0.105422,0.051165,0.041128,-0.345008,0.044899,0.044464,-0.374623,0.042526,0.042438,-0.102109,0.055243,0.197921,-0.341531,0.047592,0.200988,-0.378724,0.044828,0.197799
119,0.992000,-0.025433,0.019658,-0.001526,0.999482,-0.274082,0.049217,0.198898,-0.102195,0.055245,0.197920,-0.341687,0.047609,0.201042,-0.378364,0.044797,0.197731,-0.238866,0.020824,-0.005642,0.970813,-0.275015,0.046195,0.042681,-0.106087,0.051181,0.041209,-0.345019,0.044473,0.043807,-0.373939,0.042931,0.043027,0.166596,0.038139,0.002805,0.985283,-0.273059,0.048729,0.125567,-0.104208,0.053661,0.124300,-0.342575,0.047269,0.127568,-0.372394,0.045257,0.124833,0.222436,0.031920,0.002693,0.974421,-0.276293,0.044489,-0.038544,-0.108700,0.050139,-0.039803,-0.342460,0.042034,-0.038114,-0.377720,0.041295,-0.037714,-0.007366,0.025683,-0.023387,0.999369,-0.190825,0.117327,0.132016,-0.192430,0.138215,0.098321,-0.223421,0.108732,0.152044,-0.156624,0.105036,0.145683,0.029492,0.981760,0.186382,0.023218,-0.185159,0.115476,-0.005735,-0.196721,0.141084,0.038469,-0.159417,0.094870,-0.030650,-0.199339,0.110475,-0.025025,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.169540,0.006368,-0.003240,-0.196911,0.141216,0.038613,-0.159615,0.094765,-0.030989,-0.199074,0.110443,-0.024917,-0.192151,0.138179,0.098328,-0.223133,0.108628,0.152160,-0.157852,0.105360,0.145382,,,,,,,,,,,,,,,,,,,-0.107502,0.050204,-0.039792,-0.342567,0.041945,-0.038183,-0.378174,0.041355,-0.037650,-0.103548,0.053721,0.124402,-0.343676,0.046788,0.126398,-0.372195,0.045493,0.125438,-0.105416,0.051152,0.041131,-0.344983,0.044930,0.044474,-0.374666,0.042484,0.042412,-0.102100,0.055254,0.197930,-0.341510,0.047582,0.200979,-0.378724,0.044820,0.197799
120,1.000000,-0.025245,0.019662,-0.001567,0.999487,-0.274109,0.049242,0.198891,-0.102222,0.055255,0.197914,-0.341714,0.047639,0.201035,-0.378391,0.044832,0.197723,-0.239076,0.020753,-0.005649,0.970763,-0.275036,0.046189,0.042691,-0.106108,0.051180,0.041240,-0.345041,0.044466,0.043808,-0.373960,0.042923,0.043025,0.167166,0.038647,0.003267,0.985166,-0.273038,0.048856,0.125614,-0.104194,0.053965,0.124207,-0.342550,0.047322,0.127673,-0.372370,0.045282,0.124961,0.223041,0.031955,0.002800,0.974281,-0.276341,0.044495,-0.038544,-0.108749,0.050178,-0.039802,-0.342508,0.042027,-0.038115,-0.377767,0.041281,-0.037715,-0.006959,0.025769,-0.023123,0.999376,-0.190833,0.117362,0.132005,-0.192454,0.138276,0.098328,-0.223421,0.108733,0.152031,-0.156624,0.105076,0.145656,0.029335,0.981769,0.186338,0.023399,-0.185164,0.115501,-0.005712,-0.196750,0.141111,0.038485,-0.159407,0.094899,-0.030613,-0.199335,0.110494,-0.025007,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.169540,0.006368,-0.003240,-0.196926,0.141223,0.038597,-0.159628,0.094796,-0.030964,-0.199080,0.110469,-0.024893,-0.192189,0.138233,0.098349,-0.223133,0.108637,0.152135,-0.157845,0.105399,0.145357,,,,,,,,,,,,,,,,,,,-0.107517,0.050240,-0.039797,-0.342628,0.041951,-0.038161,-0.378210,0.041329,-0.037671,-0.103728,0.054015,0.124289,-0.343693,0.046755,0.126399,-0.372201,0.045481,0.125427,-0.105388,0.051153,0.041160,-0.345011,0.044893,0.044450,-0.374682,0.042506,0.042436,-0.102136,0.055262,0.197925,-0.341548,0.047618,0.200967,-0.378713,0.044847,0.197793
121,1.008000,-0.025286,0.019646,-0.001531,0.999486,-0.274112,0.049241,0.198903,-0.102225,0.055267,0.197932,-0.341717,0.047633,0.201045,-0.378394,0.044824,0.197732,-0.239020,0.020733,-0.005608,0.970777,-0.275028,0.046172,0.042673,-0.106100,0.051178,0.041226,-0.345032,0.044443,0.043789,-0.373951,0.042897,0.043005,0.166673,0.038137,0.002943,0.985270,-0.273089,0.048693,0.125541,-0.104239,0.053670,0.124282,-0.342604,0.047214,0.127538,-0.372423,0.045195,0.124802,0.223689,0.031946,0.002963,0.974132,-0.276329,0.044503,-0.038546,-0.108738,0.050233,-0.039783,-0.342495,0.042017,-0.038126,-0.377754,0.041261,-0.037729,-0.006620,0.025667,-0.023511,0.999372,-0.190827,0.117375,0.132011,-0.192424,0.138312,0.098347,-0.223427,0.108759,0.152024,-0.156631,0.105053,0.145662,0.029638,0.981751,0.186342,0.023722,-0.185156,0.115495,-0.005713,-0.196747,0.141112,0.038478,-0.159400,0.094874,-0.030602,-0.199320,0.110498,-0.025016,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.169540,0.006368,-0.003240,-0.196925,0.141227,0.038593,-0.159588,0.094761,-0.030952,-0.199079,0.110478,-0.024899,-0.192151,0.138278,0.098353,-0.223137,0.108657,0.152137,-0.157856,0.105373,0.145370,,,,,,,,,,,,,,,,,,,-0.107503,0.050291,-0.039779,-0.342604,0.041958,-0.038172,-0.378223,0.041293,-0.037684,-0.103561,0.053730,0.124387,-0.343688,0.046767,0.126396,-0.372219,0.045423,0.125416,-0.105386,0.051151,0.041145,-0.345010,0.044868,0.044445,-0.374656,0.042486,0.042407,-0.102135,0.055274,0.197941,-0.341555,0.047616,0.200987,-0.378721,0.044835,0.197794
122,1.017000,-0.024749,0.019663,-0.001375,0.999499,-0.274091,0.049260,0.198906,-0.102206,0.055337,0.197934,-0.341695,0.047630,0.201049,-0.378371,0.044813,0.197734,-0.239117,0.020764,-0.005638,0.970752,-0.275011,0.046186,0.042682,-0.106083,0.051179,0.041226,-0.345015,0.044461,0.043802,-0.373935,0.042918,0.043019,0.167050,0.038610,0.003194,0.985187,-0.273025,0.048849,0.125612,-0.104180,0.053933,0.124213,-0.342538,0.047325,0.127668,-0.372357,0.045289,0.124956,0.224394,0.031996,0.002880,0.973969,-0.276331,0.044493,-0.038541,-0.108739,0.050193,-0.039795,-0.342497,0.042017,-0.038114,-0.377756,0.041267,-0.037714,-0.006825,0.025783,-0.023465,0.999369,-0.190832,0.117335,0.132004,-0.192438,0.138259,0.098332,-0.223426,0.108724,0.152028,-0.156631,0.105022,0.145651,0.029793,0.981759,0.186287,0.023636,-0.185165,0.115475,-0.005722,-0.196738,0.141100,0.038469,-0.159420,0.094844,-0.030615,-0.199335,0.110480,-0.025021,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.169540,0.006368,-0.003240,-0.196914,0.141217,0.038592,-0.159620,0.094746,-0.030943,-0.199084,0.110452,-0.024915,-0.192175,0.138222,0.098343,-0.223134,0.108626,0.152134,-0.157846,0.105337,0.145366,,,,,,,,,,,,,,,,,,,-0.107512,0.050264,-0.039784,-0.342610,0.041916,-0.038178,-0.378201,0.041339,-0.037653,-0.103698,0.053984,0.124297,-0.343695,0.046759,0.126390,-0.372186,0.045490,0.125430,-0.105399,0.051150,0.041146,-0.344988,0.044921,0.044476,-0.374650,0.042473,0.042402,-0.102107,0.055346,0.197945,-0.341538,0.047596,0.200973,-0.378715,0.044844,0.197818
123,1.025000,-0.024298,0.019700,-0.001346,0.999510,-0.274100,0.049247,0.198905,-0.102215,0.055331,0.197926,-0.341704,0.047612,0.201051,-0.378380,0.044797,0.197737,-0.239200,0.020715,-0.005578,0.970733,-0.275030,0.046147,0.042673,-0.106103,0.051164,0.041227,-0.345035,0.044412,0.043789,-0.373954,0.042864,0.043004,0.168025,0.038716,0.003377,0.985016,-0.273033,0.048856,0.125626,-0.104189,0.053997,0.124208,-0.342544,0.047305,0.127690,-0.372364,0.045265,0.124979,0.225171,0.031990,0.002950,0.973790,-0.276326,0.044500,-0.038552,-0.108735,0.050217,-0.039792,-0.342492,0.042019,-0.038131,-0.377751,0.041265,-0.037733,-0.006957,0.025800,-0.023327,0.999371,-0.190840,0.117354,0.132032,-0.192454,0.138268,0.098355,-0.223431,0.108739,0.152061,-0.156636,0.105054,0.145681,0.029776,0.981720,0.186501,0.023613,-0.185176,0.115476,-0.005729,-0.196750,0.141081,0.038473,-0.159432,0.094858,-0.030631,-0.199347,0.110489,-0.025030,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.169540,0.006368,-0.003240,-0.196928,0.141202,0.038601,-0.159636,0.094761,-0.030959,-0.199091,0.110459,-0.024925,-0.192173,0.138231,0.098363,-0.223150,0.108635,0.152177,-0.157839,0.105378,0.145378,,,,,,,,,,,,,,,,,,,-0.107529,0.050283,-0.039782,-0.342602,0.041930,-0.038196,-0.378200,0.041325,-0.037671,-0.103753,0.054044,0.124288,-0.343707,0.046736,0.126393,-0.372195,0.045452,0.125424,-0.105412,0.051135,0.041148,-0.345005,0.044858,0.044455,-0.374673,0.042430,0.042393,-0.102123,0.055339,0.197937,-0.341530,0.047587,0.200978,-0.378729,0.044817,0.197815
124,1.033000,-0.022395,0.019757,-0.001342,0.999553,-0.274116,0.049229,0.198898,-0.102231,0.055305,0.197923,-0.341721,0.047591,0.201045,-0.378397,0.044791,0.197724,-0.239352,0.020736,-0.005590,0.970695,-0.275025,0.046189,0.042684,-0.106098,0.051202,0.041229,-0.345030,0.044457,0.043802,-0.373949,0.042910,0.043019,0.168094,0.038168,0.002962,0.985027,-0.273092,0.048686,0.125539,-0.104242,0.053657,0.124281,-0.342607,0.047206,0.127538,-0.372426,0.045196,0.124799,0.225942,0.032059,0.002876,0.973609,-0.276333,0.044508,-0.038542,-0.108741,0.050200,-0.039804,-0.342499,0.042037,-0.038113,-0.377758,0.041288,-0.037710,-0.006439,0.025656,-0.023151,0.999382,-0.190823,0.117368,0.132019,-0.192433,0.138317,0.098363,-0.223417,0.108721,0.152028,-0.156618,0.105065,0.145666,0.029325,0.981763,0.186384,0.023284,-0.185143,0.115494,-0.005715,-0.196721,0.141098,0.038487,-0.159390,0.094895,-0.030625,-0.199318,0.110488,-0.025008,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.169540,0.006368,-0.003240,-0.196901,0.141215,0.038605,-0.159595,0.094787,-0.030976,-0.199066,0.110463,-0.024894,-0.192162,0.138283,0.098368,-0.223125,0.108619,0.152140,-0.157844,0.105382,0.145378,,,,,,,,,,,,,,,,,,,-0.107531,0.050268,-0.039797,-0.342608,0.041941,-0.038169,-0.378210,0.041354,-0.037656,-0.103570,0.053717,0.124386,-0.343680,0.046754,0.126392,-0.372226,0.045428,0.125417,-0.105463,0.051174,0.041155,-0.344988,0.044904,0.044462,-0.374670,0.042470,0.042406,-0.102137,0.055316,0.197934,-0.341564,0.047547,0.200972,-0.378729,0.044834,0.197803
125,1.042000,-0.022920,0.019743,-0.001489,0.999541,-0.274103,0.049211,0.198888,-0.102216,0.055240,0.197913,-0.341708,0.047594,0.201036,-0.378385,0.044800,0.197716,-0.239299,0.020736,-0.005428,0.970709,-0.275050,0.046183,0.042666,-0.106124,0.051248,0.041200,-0.345054,0.044429,0.043790,-0.373972,0.042872,0.043009,0.167782,0.038221,0.002959,0.985079,-0.273096,0.048695,0.125540,-0.104247,0.053671,0.124262,-0.342611,0.047213,0.127547,-0.372431,0.045200,0.124811,0.226770,0.032073,0.002856,0.973416,-0.276345,0.044475,-0.038556,-0.108752,0.050155,-0.039818,-0.342511,0.042008,-0.038128,-0.377770,0.041262,-0.037724,-0.006595,0.025630,-0.023361,0.999377,-0.190831,0.117363,0.132013,-0.192431,0.138302,0.098350,-0.223429,0.108736,0.152023,-0.156632,0.105050,0.145666,0.029426,0.981744,0.186450,0.023425,-0.185155,0.115478,-0.005718,-0.196737,0.141080,0.038484,-0.159401,0.094877,-0.030624,-0.199326,0.110478,-0.025015,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.169540,0.006368,-0.003240,-0.196914,0.141189,0.038590,-0.159623,0.094767,-0.030990,-0.199073,0.110457,-0.024895,-0.192156,0.138266,0.098357,-0.223141,0.108633,0.152137,-0.157852,0.105371,0.145371,,,,,,,,,,,,,,,,,,,-0.107505,0.050218,-0.039809,-0.342626,0.041934,-0.038189,-0.378226,0.041309,-0.037666,-0.103565,0.053731,0.124365,-0.343716,0.046750,0.126406,-0.372225,0.045433,0.125415,-0.105437,0.051222,0.041122,-0.345026,0.044845,0.044427,-0.374670,0.042467,0.042426,-0.102104,0.055244,0.197923,-0.341570,0.047603,0.200976,-0.378737,0.044781,0.197786
126,1.050000,-0.024717,0.019680,-0.001467,0.999500,-0.274098,0.049283,0.198920,-0.102211,0.055328,0.197944,-0.341702,0.047666,0.201065,-0.378379,0.044856,0.197752,-0.239416,0.020801,-0.005593,0.970678,-0.275021,0.046205,0.042686,-0.106094,0.051211,0.041209,-0.345026,0.044475,0.043813,-0.373945,0.042929,0.043034,0.166953,0.038662,0.003307,0.985201,-0.273038,0.048870,0.125614,-0.104194,0.053995,0.124203,-0.342551,0.047329,0.127675,-0.372370,0.045285,0.124965,0.227598,0.032032,0.002992,0.973224,-0.276336,0.044495,-0.038540,-0.108745,0.050209,-0.039771,-0.342502,0.042014,-0.038124,-0.377761,0.041261,-0.037726,-0.006667,0.025993,-0.023324,0.999368,-0.190830,0.117360,0.132038,-0.192456,0.138295,0.098373,-0.223414,0.108734,0.152073,-0.156621,0.105052,0.145667,0.029190,0.981795,0.186282,0.022940,-0.185174,0.115500,-0.005743,-0.196734,0.141109,0.038461,-0.159428,0.094906,-0.030665,-0.199359,0.110484,-0.025026,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.169540,0.006368,-0.003240,-0.196914,0.141236,0.038602,-0.159617,0.094815,-0.030970,-0.199102,0.110450,-0.024929,-0.192184,0.138260,0.098380,-0.223125,0.108632,0.152185,-0.157838,0.105370,0.145376,,,,,,,,,,,,,,,,,,,-0.107522,0.050271,-0.039764,-0.342616,0.041941,-0.038177,-0.378213,0.041307,-0.037675,-0.103731,0.054040,0.124285,-0.343679,0.046834,0.126422,-0.372200,0.045460,0.125427,-0.105447,0.051182,0.041133,-0.344995,0.044927,0.044473,-0.374643,0.042491,0.042429,-0.102108,0.055333,0.197953,-0.341561,0.047666,0.201011,-0.378712,0.044848,0.197813
127,1.058000,-0.026815,0.019577,-0.001345,0.999448,-0.274095,0.049259,0.198908,-0.102210,0.055357,0.197939,-0.341699,0.047628,0.201047,-0.378374,0.044792,0.197738,-0.239682,0.020741,-0.005540,0.970614,-0.275016,0.046171,0.042675,-0.106089,0.051201,0.041210,-0.345020,0.044432,0.043797,-0.373939,0.042881,0.043017,0.166055,0.038687,0.003381,0.985351,-0.273037,0.048855,0.125615,-0.104194,0.054015,0.124194,-0.342548,0.047303,0.127679,-0.372368,0.045247,0.124972,0.228422,0.032135,0.002992,0.973027,-0.276307,0.044515,-0.038524,-0.108716,0.050231,-0.039782,-0.342473,0.042034,-0.038098,-0.377732,0.041280,-0.037693,-0.006809,0.025649,-0.023310,0.999376,-0.190834,0.117333,0.131999,-0.192438,0.138258,0.098328,-0.223430,0.108711,0.152015,-0.156633,0.105030,0.145655,0.029752,0.981818,0.186048,0.023119,-0.185117,0.115505,-0.005748,-0.196652,0.141147,0.038443,-0.159392,0.094870,-0.030657,-0.199305,0.110498,-0.025030,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.169540,0.006368,-0.003240,-0.196775,0.141229,0.038528,-0.159601,0.094775,-0.030984,-0.199064,0.110470,-0.024930,-0.192155,0.138222,0.098334,-0.223148,0.108606,0.152133,-0.157847,0.105356,0.145352,,,,,,,,,,,,,,,,,,,-0.107527,0.050299,-0.039773,-0.342578,0.041935,-0.038158,-0.378188,0.041349,-0.037636,-0.103776,0.054059,0.124272,-0.343686,0.046777,0.126386,-0.372201,0.045418,0.125411,-0.105407,0.051171,0.041131,-0.344990,0.044892,0.044468,-0.374657,0.042435,0.042402,-0.102100,0.055364,0.197948,-0.341552,0.047617,0.200988,-0.378736,0.044797,0.197806
128,1.067000,-0.027455,0.019580,-0.001472,0.999430,-0.274111,0.049221,0.198891,-0.102225,0.055278,0.197914,-0.341716,0.047608,0.201032,-0.378392,0.044776,0.197727,-0.240181,0.020695,-0.005615,0.970491,-0.275038,0.046165,0.042678,-0.106111,0.051176,0.041227,-0.345043,0.044435,0.043794,-0.373962,0.042886,0.043012,0.165613,0.038209,0.002896,0.985446,-0.273072,0.048719,0.125572,-0.104222,0.053696,0.124280,-0.342587,0.047244,0.127583,-0.372406,0.045218,0.124855,0.228657,0.032169,0.003039,0.972971,-0.276239,0.044480,-0.038504,-0.108648,0.050212,-0.039767,-0.342404,0.041993,-0.038076,-0.377663,0.041235,-0.037669,-0.006371,0.025899,-0.023197,0.999375,-0.190856,0.117362,0.132003,-0.192481,0.138316,0.098350,-0.223442,0.108715,0.152026,-0.156647,0.105053,0.145631,0.029600,0.981775,0.186242,0.023589,-0.185164,0.115471,-0.005715,-0.196747,0.141096,0.038474,-0.159412,0.094848,-0.030606,-0.199333,0.110469,-0.025013,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.102744,-0.003551,0.002204,-0.066796,-0.002817,0.001036,0.169540,0.006368,-0.003240,-0.196928,0.141211,0.038589,-0.159641,0.094741,-0.030972,-0.199071,0.110443,-0.024897,-0.192213,0.138280,0.098359,-0.223151,0.108615,0.152136,-0.157866,0.105370,0.145343,,,,,,,,,,,,,,,,,,,-0.107532,0.050291,-0.039778,-0.342456,0.041739,-0.038058,-0.378194,0.041355,-0.037675,-0.103584,0.053755,0.124378,-0.343730,0.046740,0.126400,-0.372207,0.045449,0.125423,-0.105412,0.051146,0.041149,-0.345007,0.044891,0.044447,-0.374699,0.042440,0.042409,-0.102128,0.055288,0.197924,-0.341557,0.047573,0.200969,-0.378733,0.044808,0.197795
